County,State,Total
Colonial Heights city, Virginia,17833
Covington city, Virginia,5460
Danville city, Virginia,40693
Emporia city, Virginia,5121
Fairfax city, Virginia,24574
Falls Church city, Virginia,14772
Franklin city, Virginia,8013
Fredericksburg city, Virginia,29144
Galax city, Virginia,6423
Hampton city, Virginia,134313
Harrisonburg city, Virginia,54033
Hopewell city, Virginia,22596
Lexington city, Virginia,7136
Lynchburg city, Virginia,82126
Manassas city, Virginia,41641
Manassas Park city, Virginia,17307
Martinsville city, Virginia,12902
Newport News city, Virginia,178626
Norfolk city, Virginia,244076
Norton city, Virginia,3968
Petersburg city, Virginia,31567
Poquoson city, Virginia,12190
Portsmouth city, Virginia,94632
Radford city, Virginia,18339
Richmond city, Virginia,228783
Roanoke city, Virginia,99920
Salem city, Virginia,25643
Staunton city, Virginia,24922
Suffolk city, Virginia,91185
Virginia Beach city, Virginia,450189
Waynesboro city, Virginia,22628
Williamsburg city, Virginia,14896
Winchester city, Virginia,28108
Adams County, Washington,19759
Asotin County, Washington,22610
Benton County, Washington,201877
Chelan County, Washington,77036
Clallam County, Washington,76737
Clark County, Washington,481857
Columbia County, Washington,4059
Cowlitz County, Washington,108987
Douglas County, Washington,42907
Ferry County, Washington,7649
Franklin County, Washington,94347
Garfield County, Washington,2247
Grant County, Washington,97331
Grays Harbor County, Washington,73901
Island County, Washington,84460
Jefferson County, Washington,31729
King County, Washington,2233163
Kitsap County, Washington,269805
Kittitas County, Washington,47364
Klickitat County, Washington,22107
Lewis County, Washington,79604
Lincoln County, Washington,10740
Mason County, Washington,65507
Okanogan County, Washington,42132
Pacific County, Washington,22036
Pend Oreille County, Washington,13602
Pierce County, Washington,891299
San Juan County, Washington,17128
Skagit County, Washington,128206
Skamania County, Washington,11924
Snohomish County, Washington,814901
Spokane County, Washington,514631
Stevens County, Washington,45260
Thurston County, Washington,286419
Wahkiakum County, Washington,4426
Walla Walla County, Washington,60922
Whatcom County, Washington,225685
Whitman County, Washington,49791
Yakima County, Washington,251446
Barbour County, West Virginia,16535
Berkeley County, West Virginia,117123
Boone County, West Virginia,21951
Braxton County, West Virginia,14089
Brooke County, West Virginia,22203
Cabell County, West Virginia,93224
Calhoun County, West Virginia,7254
Clay County, West Virginia,8632
Doddridge County, West Virginia,8406
Fayette County, West Virginia,43018
Gilmer County, West Virginia,8026
Grant County, West Virginia,11626
Greenbrier County, West Virginia,34786
Hampshire County, West Virginia,23347
Hancock County, West Virginia,29094
Hardy County, West Virginia,13775
Harrison County, West Virginia,67554
Jackson County, West Virginia,28706
Jefferson County, West Virginia,56811
Kanawha County, West Virginia,180454
Lewis County, West Virginia,16024
Lincoln County, West Virginia,20599
Logan County, West Virginia,32607
McDowell County, West Virginia,18223
Marion County, West Virginia,56097
Marshall County, West Virginia,30785
Mason County, West Virginia,26718
Mercer County, West Virginia,59131
Mineral County, West Virginia,26940
Mingo County, West Virginia,23785
Monongalia County, West Virginia,106420
Monroe County, West Virginia,13280
Morgan County, West Virginia,17787
Nicholas County, West Virginia,24842
Ohio County, West Virginia,41755
Pendleton County, West Virginia,6997
Pleasants County, West Virginia,7507
Pocahontas County, West Virginia,8414
Preston County, West Virginia,33839
Putnam County, West Virginia,56682
Raleigh County, West Virginia,74254
Randolph County, West Virginia,28823
Ritchie County, West Virginia,9721
Roane County, West Virginia,13932
Summers County, West Virginia,12760
Taylor County, West Virginia,16862
Tucker County, West Virginia,6955
Tyler County, West Virginia,8746
Upshur County, West Virginia,24415
Wayne County, West Virginia,39944
Webster County, West Virginia,8285
Wetzel County, West Virginia,15270
Wirt County, West Virginia,5830
Wood County, West Virginia,84203
Wyoming County, West Virginia,20786
Adams County, Wisconsin,20348
Ashland County, Wisconsin,15600
Barron County, Wisconsin,45164
Bayfield County, Wisconsin,15042
Brown County, Wisconsin,263378
Buffalo County, Wisconsin,13125
Burnett County, Wisconsin,15392
Calumet County, Wisconsin,50159
Chippewa County, Wisconsin,64135
Clark County, Wisconsin,34709
Columbia County, Wisconsin,57358
Crawford County, Wisconsin,16291
Dane County, Wisconsin,542364
Dodge County, Wisconsin,87847
Door County, Wisconsin,27610
Douglas County, Wisconsin,43208
Dunn County, Wisconsin,45131
Eau Claire County, Wisconsin,104534
Florence County, Wisconsin,4321
Fond du Lac County, Wisconsin,103066
Forest County, Wisconsin,8991
Grant County, Wisconsin,51554
Green County, Wisconsin,36929
Green Lake County, Wisconsin,18918
Iowa County, Wisconsin,23771
Iron County, Wisconsin,5676
Jackson County, Wisconsin,20478
Jefferson County, Wisconsin,85129
Juneau County, Wisconsin,26617
Kenosha County, Wisconsin,169290
Kewaunee County, Wisconsin,20383
La Crosse County, Wisconsin,118230
Lafayette County, Wisconsin,16665
Langlade County, Wisconsin,19268
Lincoln County, Wisconsin,27689
Manitowoc County, Wisconsin,79074
Marathon County, Wisconsin,135428
Marinette County, Wisconsin,40434
Marquette County, Wisconsin,15434
Menominee County, Wisconsin,4658
Milwaukee County, Wisconsin,948201
Monroe County, Wisconsin,46051
Oconto County, Wisconsin,37830
Oneida County, Wisconsin,35470
Outagamie County, Wisconsin,187365
Ozaukee County, Wisconsin,89147
Pepin County, Wisconsin,7289
Pierce County, Wisconsin,42555
Polk County, Wisconsin,43598
Portage County, Wisconsin,70942
Price County, Wisconsin,13397
Racine County, Wisconsin,196584
Richland County, Wisconsin,17377
Rock County, Wisconsin,163129
Rusk County, Wisconsin,14147
St Croix County, Wisconsin,89694
Sauk County, Wisconsin,64249
Sawyer County, Wisconsin,16489
Shawano County, Wisconsin,40796
Sheboygan County, Wisconsin,115456
Taylor County, Wisconsin,20412
Trempealeau County, Wisconsin,29442
Vernon County, Wisconsin,30785
Vilas County, Wisconsin,21938
Walworth County, Wisconsin,103718
Washburn County, Wisconsin,15878
Washington County, Wisconsin,135693
Waukesha County, Wisconsin,403072
Waupaca County, Wisconsin,51128
Waushara County, Wisconsin,24263
Winnebago County, Wisconsin,171020
Wood County, Wisconsin,73055
Albany County, Wyoming,38601
Big Horn County, Wyoming,11881
Campbell County, Wyoming,46140
Carbon County, Wyoming,14971
Converse County, Wyoming,13640
Crook County, Wyoming,7450
Fremont County, Wyoming,39531
Goshen County, Wyoming,13376
Hot Springs County, Wyoming,4555
Johnson County, Wyoming,8460
Laramie County, Wyoming,98976
Lincoln County, Wyoming,19434
Natrona County, Wyoming,79115
Niobrara County, Wyoming,2388
Park County, Wyoming,29324
Platte County, Wyoming,8566
Sheridan County, Wyoming,30233
Sublette County, Wyoming,9813
Sweetwater County, Wyoming,43051
Teton County, Wyoming,23081
Uinta County, Wyoming,20299
Washakie County, Wyoming,7885
Weston County, Wyoming,6967
 All Counties,Alabama,4887871
 All Counties,Alaska,737438
 All Counties,Arizona,7171646
 All Counties,Arkansas,3013825
 All Counties,California,39557045
 All Counties,Colorado,5695564
 All Counties,Connecticut,3572665
 All Counties,Delaware,967171
 All Counties,District of Columbia,702455
 All Counties,Florida,21299325
 All Counties,Georgia,10519475
 All Counties,Hawaii,1420491
 All Counties,Idaho,1754208
 All Counties,Illinois,12741080
 All Counties,Indiana,6691878
 All Counties,Iowa,3156145
 All Counties,Kansas,2911505
 All Counties,Kentucky,4468402
 All Counties,Louisiana,4659978
 All Counties,Maine,1338404
 All Counties,Maryland,6042718
 All Counties,Massachusetts,6902149
 All Counties,Michigan,9995915
 All Counties,Minnesota,5611179
 All Counties,Mississippi,2986530
 All Counties,Missouri,6126452
 All Counties,Montana,1062305
 All Counties,Nebraska,1929268
 All Counties,Nevada,3034392
 All Counties,New Hampshire,1356458
 All Counties,New Jersey,8908520
 All Counties,New Mexico,2095428
 All Counties,New York,19542209
 All Counties,North Carolina,10383620
 All Counties,North Dakota,760077
 All Counties,Ohio,11689442
 All Counties,Oklahoma,3943079
 All Counties,Oregon,4190713
 All Counties,Pennsylvania,12807060
 All Counties,Rhode Island,1057315
 All Counties,South Carolina,5084127
 All Counties,South Dakota,882235
 All Counties,Tennessee,6770010
 All Counties,Texas,28701845
 All Counties,Utah,3161105
 All Counties,Vermont,626299
 All Counties,Virginia,8517685
 All Counties,Washington,7535591
 All Counties,West Virginia,1805832
 All Counties,Wisconsin,5813568
 All Counties,Wyoming,577737
